symbol,name,last_price,latest_date
002099.SZ,海翔药业,5.32,2026-06-29
002100.SZ,天康生物,6.23,2026-06-29
002101.SZ,广东鸿图,9.5,2026-06-29
002103.SZ,广博股份,5.87,2026-06-29
002104.SZ,恒宝股份,10.13,2026-06-29
002105.SZ,信隆健康,5.04,2026-06-29
002106.SZ,莱宝高科,15.93,2026-06-29
002107.SZ,沃华医药,5.82,2026-06-29
002108.SZ,沧州明珠,4.14,2026-06-29
002110.SZ,三钢闽光,2.9,2026-06-29
002111.SZ,威海广泰,8.81,2026-06-29
002112.SZ,三变科技,16.22,2026-06-29
002114.SZ,罗平锌电,7.36,2026-06-29
002115.SZ,三维通信,10.0,2026-06-29
002116.SZ,中国海诚,6.84,2026-06-29
002117.SZ,东港股份,7.74,2026-06-29
002119.SZ,康强电子,36.29,2026-06-29
002120.SZ,韵达股份,6.28,2026-06-29
002121.SZ,科陆电子,5.32,2026-06-29
002123.SZ,梦网科技,7.16,2026-06-29
002124.SZ,天邦食品,2.16,2026-06-29
002125.SZ,湘潭电化,13.4,2026-06-29
002127.SZ,南极电商,2.64,2026-06-29
002128.SZ,电投能源,24.08,2026-06-29
002129.SZ,TCL中环,11.73,2026-06-29
002130.SZ,沃尔核材,17.54,2026-06-29
002131.SZ,利欧股份,4.65,2026-06-29
002132.SZ,恒星科技,5.28,2026-06-29
002133.SZ,广宇集团,2.45,2026-06-29
002134.SZ,天津普林,28.4,2026-06-29
002135.SZ,东南网架,6.73,2026-06-29
002136.SZ,安 纳 达,12.93,2026-06-29
002137.SZ,实益达,11.3,2026-06-29
002139.SZ,拓邦股份,9.13,2026-06-29
002140.SZ,东华科技,9.25,2026-06-29
002141.SZ,贤丰控股,5.18,2026-06-29
002142.SZ,宁波银行,30.76,2026-06-29
002144.SZ,宏达高科,9.98,2026-06-29
002145.SZ,钛能化学,4.56,2026-06-29
002148.SZ,北纬科技,5.77,2026-06-29
002150.SZ,正泰电源,25.35,2026-06-29
002151.SZ,北斗星通,30.63,2026-06-29
002152.SZ,广电运通,9.27,2026-06-29
002153.SZ,石基信息,7.1,2026-06-29
002154.SZ,报 喜 鸟,3.65,2026-06-29
002155.SZ,湖南黄金,24.35,2026-06-29
002157.SZ,正邦科技,2.87,2026-06-29
002158.SZ,汉钟精机,35.0,2026-06-29
002159.SZ,三特索道,12.68,2026-06-29
002160.SZ,常铝股份,3.7,2026-06-29
002161.SZ,远 望 谷,5.32,2026-06-29
002162.SZ,悦心健康,3.42,2026-06-29
002163.SZ,海南发展,8.33,2026-06-29
002164.SZ,宁波东力,11.44,2026-06-29
002165.SZ,红 宝 丽,6.54,2026-06-29
002166.SZ,莱茵生物,6.43,2026-06-29
002167.SZ,东方锆业,20.06,2026-06-29
002169.SZ,智光电气,14.36,2026-06-29
002170.SZ,芭田股份,11.09,2026-06-29
002171.SZ,楚江新材,13.13,2026-06-29
002172.SZ,澳洋健康,2.88,2026-06-29
002173.SZ,创新医疗,17.08,2026-06-29
002174.SZ,游族网络,12.15,2026-06-29
002176.SZ,江特电机,9.69,2026-06-29
002177.SZ,御银股份,5.55,2026-06-29
002178.SZ,延华智能,4.42,2026-06-29
002180.SZ,奔图科技,16.01,2026-06-29
002181.SZ,粤 传 媒,9.82,2026-06-29
002182.SZ,宝武镁业,14.15,2026-06-29
002183.SZ,怡 亚 通,5.24,2026-06-29
002184.SZ,海得控制,9.01,2026-06-29
002185.SZ,华天科技,21.92,2026-06-29
002186.SZ,全 聚 德,8.4,2026-06-29
002187.SZ,广百股份,4.7,2026-06-29
002188.SZ,中天服务,4.92,2026-06-29
002189.SZ,中光学,21.29,2026-06-29
002190.SZ,成飞集成,23.04,2026-06-29
002191.SZ,劲嘉股份,3.89,2026-06-29
002194.SZ,武汉凡谷,9.59,2026-06-29
002195.SZ,岩山科技,6.43,2026-06-29
002196.SZ,方正电机,11.84,2026-06-29
002197.SZ,证通电子,5.65,2026-06-29
002200.SZ,交投生态,5.79,2026-06-29
002201.SZ,九鼎新材,10.79,2026-06-29
002202.SZ,金风科技,21.73,2026-06-29
002203.SZ,海亮股份,21.73,2026-06-29
002204.SZ,大连重工,5.27,2026-06-29
002205.SZ,国统股份,10.2,2026-06-29
002206.SZ,海 利 得,5.32,2026-06-29
002208.SZ,合肥城建,18.38,2026-06-29
002209.SZ,达 意 隆,10.49,2026-06-29
002210.SZ,飞马国际,2.09,2026-06-29
002212.SZ,天融信,5.58,2026-06-29
002213.SZ,大为股份,34.46,2026-06-29
002215.SZ,诺 普 信,8.42,2026-06-29
002216.SZ,三全食品,11.64,2026-06-29
002218.SZ,拓日新能,3.78,2026-06-29
002221.SZ,东华能源,5.23,2026-06-29
002223.SZ,鱼跃医疗,26.2,2026-06-29
002224.SZ,三 力 士,3.27,2026-06-29
002225.SZ,濮耐股份,4.44,2026-06-29
002226.SZ,江南化工,4.4,2026-06-29
002228.SZ,合兴包装,3.02,2026-06-29
002229.SZ,鸿博股份,10.09,2026-06-29
002230.SZ,科大讯飞,39.46,2026-06-29
002232.SZ,启明信息,13.45,2026-06-29
002233.SZ,塔牌集团,7.07,2026-06-29
002234.SZ,民和股份,6.58,2026-06-29
002235.SZ,安妮股份,7.79,2026-06-29
002236.SZ,大华股份,16.0,2026-06-29
002237.SZ,恒邦股份,14.51,2026-06-29
002238.SZ,天威视讯,5.45,2026-06-29
002239.SZ,奥特佳,2.45,2026-06-29
002241.SZ,歌尔股份,21.43,2026-06-29
002242.SZ,九阳股份,7.99,2026-06-29
002243.SZ,力合科创,6.54,2026-06-29
002244.SZ,滨江集团,7.5,2026-06-29
002245.SZ,蔚蓝锂芯,18.46,2026-06-29
002246.SZ,北化股份,17.62,2026-06-29
002247.SZ,聚力文化,2.13,2026-06-29
002248.SZ,华东数控,8.67,2026-06-29
002249.SZ,大洋电机,7.38,2026-06-29
002250.SZ,联化科技,13.96,2026-06-29
002251.SZ,步步高,3.42,2026-06-29
002252.SZ,上海莱士,4.43,2026-06-29
002253.SZ,川大智胜,10.01,2026-06-29
002254.SZ,泰和新材,17.97,2026-06-29
002255.SZ,海陆重工,9.7,2026-06-29
002256.SZ,兆新股份,3.61,2026-06-29
002258.SZ,利尔化学,12.69,2026-06-29
002259.SZ,升达林业,3.8,2026-06-29
002261.SZ,拓维信息,26.86,2026-06-29
002262.SZ,恩华药业,19.35,2026-06-29
002263.SZ,大东南,3.27,2026-06-29
002264.SZ,新 华 都,5.66,2026-06-29
002265.SZ,建设工业,17.11,2026-06-29
002266.SZ,浙富控股,4.9,2026-06-29
002267.SZ,陕天然气,6.66,2026-06-29
002268.SZ,电科网安,12.3,2026-06-29
002270.SZ,华明装备,18.91,2026-06-29
002271.SZ,东方雨虹,12.07,2026-06-29
002272.SZ,川润股份,23.62,2026-06-29
002273.SZ,水晶光电,32.25,2026-06-29
002274.SZ,华昌化工,4.74,2026-06-29
002275.SZ,桂林三金,12.54,2026-06-29
002276.SZ,万马股份,9.99,2026-06-29
002277.SZ,友阿股份,6.23,2026-06-29
002278.SZ,神开股份,7.63,2026-06-29
002279.SZ,久其软件,5.67,2026-06-29
002282.SZ,博深股份,5.72,2026-06-29
002283.SZ,天润工业,9.37,2026-06-29
002284.SZ,亚太股份,9.33,2026-06-29
002285.SZ,世联行,2.07,2026-06-29
002286.SZ,保龄宝,8.53,2026-06-29
002287.SZ,奇正藏药,19.36,2026-06-29
002291.SZ,遥望科技,4.8,2026-06-29
002292.SZ,奥飞娱乐,6.52,2026-06-29
002293.SZ,罗莱生活,9.98,2026-06-29
002294.SZ,信立泰,32.9,2026-06-29
002295.SZ,精艺股份,8.56,2026-06-29
002296.SZ,辉煌科技,8.61,2026-06-29
002297.SZ,博云新材,28.77,2026-06-29
002298.SZ,中电鑫龙,7.43,2026-06-29
002299.SZ,圣农发展,15.38,2026-06-29
002300.SZ,太阳电缆,6.71,2026-06-29
002301.SZ,齐心集团,7.08,2026-06-29
002302.SZ,西部建设,4.37,2026-06-29
002303.SZ,美盈森,4.26,2026-06-29
002307.SZ,北新路桥,2.89,2026-06-29
002309.SZ,中利集团,2.74,2026-06-29
002310.SZ,东方新能,2.17,2026-06-29
002312.SZ,川发龙蟒,9.45,2026-06-29
002313.SZ,日海智能,7.22,2026-06-29
002314.SZ,南山控股,2.01,2026-06-29
002315.SZ,焦点科技,22.88,2026-06-29
002316.SZ,亚联发展,4.03,2026-06-29
002317.SZ,众生药业,24.85,2026-06-29
002318.SZ,久立特材,23.44,2026-06-29
002319.SZ,乐通股份,9.56,2026-06-29
002320.SZ,海峡股份,6.35,2026-06-29
002322.SZ,理工能科,9.75,2026-06-29
002324.SZ,普利特,11.68,2026-06-29
002326.SZ,永太科技,23.91,2026-06-29
002327.SZ,富安娜,6.12,2026-06-29
002328.SZ,新朋股份,7.22,2026-06-29
002329.SZ,皇氏集团,2.69,2026-06-29
002330.SZ,得利斯,3.56,2026-06-29
002331.SZ,皖通科技,7.39,2026-06-29
002332.SZ,仙琚制药,8.13,2026-06-29
002333.SZ,罗普斯金,4.6,2026-06-29
002334.SZ,英威腾,7.02,2026-06-29
002337.SZ,赛象科技,4.39,2026-06-29
002339.SZ,积成电子,6.9,2026-06-29
002340.SZ,格林美,6.58,2026-06-29
002342.SZ,巨力索具,10.62,2026-06-29
002343.SZ,慈文传媒,4.38,2026-06-29
002344.SZ,海宁皮城,3.56,2026-06-29
002345.SZ,潮宏基,9.27,2026-06-29
002346.SZ,柘中股份,20.78,2026-06-29
002347.SZ,泰尔股份,5.75,2026-06-29
002348.SZ,高乐股份,10.12,2026-06-29
002349.SZ,精华制药,6.4,2026-06-29
002350.SZ,北京科锐,13.32,2026-06-29
002351.SZ,漫步者,9.07,2026-06-29
002352.SZ,顺丰控股,31.33,2026-06-29
002354.SZ,天娱数科,9.11,2026-06-29
002355.SZ,兴民智通,4.25,2026-06-29
002356.SZ,赫美集团,2.78,2026-06-29
002357.SZ,富临运业,8.91,2026-06-29
002358.SZ,森源电气,5.52,2026-06-29
002361.SZ,神剑股份,14.49,2026-06-29
002362.SZ,汉王科技,15.11,2026-06-29
002363.SZ,隆基机械,5.98,2026-06-29
002365.SZ,永安药业,10.54,2026-06-29
002366.SZ,融发核电,5.97,2026-06-29
002367.SZ,康力电梯,6.51,2026-06-29
002368.SZ,太极股份,13.87,2026-06-29
002369.SZ,卓翼科技,5.35,2026-06-29
002370.SZ,亚太药业,5.37,2026-06-29
002372.SZ,伟星新材,8.26,2026-06-29
002373.SZ,千方科技,7.1,2026-06-29
002374.SZ,中锐股份,3.25,2026-06-29
002375.SZ,亚厦股份,3.41,2026-06-29
002376.SZ,新北洋,5.62,2026-06-29
002377.SZ,国创高新,2.52,2026-06-29
002378.SZ,章源钨业,34.0,2026-06-29
002379.SZ,宏桥控股,15.45,2026-06-29
002380.SZ,科远智慧,32.53,2026-06-29
002381.SZ,双箭股份,5.2,2026-06-29
002382.SZ,蓝帆医疗,5.26,2026-06-29
002383.SZ,合众思壮,6.62,2026-06-29
002385.SZ,大北农,2.76,2026-06-29
002386.SZ,天原股份,6.1,2026-06-29
002387.SZ,维信诺,8.66,2026-06-29
002388.SZ,新亚制程,5.13,2026-06-29
002389.SZ,航天彩虹,17.01,2026-06-29
002390.SZ,信邦制药,2.69,2026-06-29
002391.SZ,长青股份,4.95,2026-06-29
002392.SZ,北京利尔,7.62,2026-06-29
002393.SZ,力生制药,14.47,2026-06-29
002394.SZ,联发股份,8.7,2026-06-29
002395.SZ,双象股份,11.75,2026-06-29
002396.SZ,星网锐捷,17.43,2026-06-29
002397.SZ,梦洁股份,3.96,2026-06-29
002398.SZ,垒知集团,3.76,2026-06-29
002399.SZ,海普瑞,9.19,2026-06-29
002400.SZ,省广集团,6.19,2026-06-29
002401.SZ,中远海科,11.64,2026-06-29
002402.SZ,和而泰,23.48,2026-06-29
002403.SZ,爱仕达,8.53,2026-06-29
002404.SZ,嘉欣丝绸,5.72,2026-06-29
002405.SZ,四维图新,6.4,2026-06-29
002406.SZ,远东传动,6.46,2026-06-29
002408.SZ,齐翔腾达,4.64,2026-06-29
002410.SZ,广联达,8.12,2026-06-29
002412.SZ,汉森制药,5.7,2026-06-29
002413.SZ,雷科防务,9.24,2026-06-29
002414.SZ,高德红外,12.88,2026-06-29
002415.SZ,海康威视,32.99,2026-06-29
002416.SZ,爱施德,8.92,2026-06-29
002418.SZ,康盛股份,3.87,2026-06-29
002419.SZ,天虹股份,4.29,2026-06-29
002420.SZ,毅昌科技,5.41,2026-06-29
002421.SZ,达实智能,3.43,2026-06-29
002422.SZ,科伦药业,39.16,2026-06-29
002423.SZ,中粮资本,8.32,2026-06-29
002425.SZ,凯撒文化,2.64,2026-06-29
002426.SZ,胜利精密,3.84,2026-06-29
002427.SZ,尤夫股份,5.27,2026-06-29
002429.SZ,兆驰股份,10.22,2026-06-29
002430.SZ,杭氧股份,30.4,2026-06-29
002434.SZ,万里扬,5.95,2026-06-29
002437.SZ,誉衡药业,2.67,2026-06-29
002438.SZ,江苏神通,14.45,2026-06-29
002439.SZ,启明星辰,12.39,2026-06-29
002440.SZ,闰土股份,10.56,2026-06-29
002441.SZ,众业达,7.78,2026-06-29
002442.SZ,龙星科技,5.03,2026-06-29
002443.SZ,金洲管道,9.39,2026-06-29
002444.SZ,巨星科技,31.18,2026-06-29
002445.SZ,中南文化,2.83,2026-06-29
002446.SZ,盛路通信,9.76,2026-06-29
002448.SZ,中原内配,12.09,2026-06-29
002449.SZ,国星光电,7.35,2026-06-29
002451.SZ,摩恩电气,7.07,2026-06-29
002452.SZ,长高电气,12.32,2026-06-29
002453.SZ,华软科技,4.43,2026-06-29
002454.SZ,松芝股份,4.8,2026-06-29
002455.SZ,百川股份,7.1,2026-06-29
002456.SZ,欧菲光,8.93,2026-06-29
002457.SZ,青龙管业,12.45,2026-06-29
002458.SZ,益生股份,7.77,2026-06-29
002459.SZ,晶澳科技,7.88,2026-06-29
002461.SZ,珠江啤酒,7.77,2026-06-29
002462.SZ,嘉事堂,11.0,2026-06-29
002465.SZ,海格通信,12.08,2026-06-29
002467.SZ,二六三,4.56,2026-06-29
002468.SZ,申通快递,14.0,2026-06-29
002469.SZ,三维化学,5.64,2026-06-29
002470.SZ,金正大,2.13,2026-06-29
002471.SZ,中超控股,5.92,2026-06-29
002472.SZ,双环传动,37.74,2026-06-29
002474.SZ,榕基软件,5.68,2026-06-29
002476.SZ,新叶股份,4.7,2026-06-29
002478.SZ,常宝股份,6.24,2026-06-29
002479.SZ,富春环保,4.28,2026-06-29
002480.SZ,新筑股份,5.17,2026-06-29
002481.SZ,双塔食品,3.8,2026-06-29
002483.SZ,润邦股份,4.89,2026-06-29
002486.SZ,嘉麟杰,2.17,2026-06-29
002488.SZ,金固股份,8.64,2026-06-29
002489.SZ,浙江永强,2.78,2026-06-29
002490.SZ,山东墨龙,6.46,2026-06-29
002491.SZ,通鼎互联,33.2,2026-06-29
002492.SZ,恒基达鑫,5.42,2026-06-29
002493.SZ,荣盛石化,11.29,2026-06-29
002494.SZ,华斯股份,4.49,2026-06-29
002495.SZ,佳隆股份,2.08,2026-06-29
002497.SZ,雅化集团,19.54,2026-06-29
002498.SZ,汉缆股份,6.79,2026-06-29
002500.SZ,山西证券,5.14,2026-06-29
002506.SZ,协鑫集成,3.05,2026-06-29
002507.SZ,涪陵榨菜,11.01,2026-06-29
002508.SZ,老板电器,14.95,2026-06-29
002510.SZ,天汽模,5.28,2026-06-29
002511.SZ,中顺洁柔,6.73,2026-06-29
002513.SZ,蓝丰生化,4.79,2026-06-29
002515.SZ,金字火腿,10.04,2026-06-29
002516.SZ,旷达科技,5.45,2026-06-29
002517.SZ,恺英网络,16.17,2026-06-29
002519.SZ,银河电子,5.7,2026-06-29
002520.SZ,日发精机,6.72,2026-06-29
002521.SZ,齐峰新材,7.07,2026-06-29
002522.SZ,浙江众成,8.31,2026-06-29
002523.SZ,天桥起重,2.97,2026-06-29
002524.SZ,光正眼科,3.36,2026-06-29
002526.SZ,山东矿机,2.53,2026-06-29
002527.SZ,新时达,12.39,2026-06-29
002529.SZ,海源复材,6.96,2026-06-29
002530.SZ,金财互联,6.75,2026-06-29
002531.SZ,天顺风能,8.41,2026-06-29
002532.SZ,天山铝业,11.16,2026-06-29
002533.SZ,金杯电工,10.58,2026-06-29
002534.SZ,西子洁能,18.22,2026-06-29
002535.SZ,林州重机,2.21,2026-06-29
002537.SZ,海联金汇,5.33,2026-06-29
002539.SZ,云图控股,11.82,2026-06-29
002540.SZ,亚太科技,4.71,2026-06-29
002541.SZ,鸿路钢构,18.1,2026-06-29
002543.SZ,万和电气,6.27,2026-06-29
002544.SZ,普天科技,17.68,2026-06-29
002545.SZ,东方铁塔,16.75,2026-06-29
002546.SZ,新联电子,7.46,2026-06-29
002548.SZ,金新农,3.62,2026-06-29
002549.SZ,凯美特气,20.89,2026-06-29
002550.SZ,千红制药,6.38,2026-06-29
002551.SZ,尚荣医疗,2.73,2026-06-29
002553.SZ,南方精工,15.45,2026-06-29
002554.SZ,惠博普,3.08,2026-06-29
002555.SZ,三七互娱,18.9,2026-06-29
002556.SZ,辉隆股份,4.57,2026-06-29
002557.SZ,洽洽食品,18.33,2026-06-29
002558.SZ,巨人网络,27.23,2026-06-29
002559.SZ,亚威股份,13.0,2026-06-29
002560.SZ,通达股份,7.47,2026-06-29
002561.SZ,徐家汇,6.26,2026-06-29
002562.SZ,兄弟科技,4.4,2026-06-29
002563.SZ,森马服饰,5.13,2026-06-29
002564.SZ,天沃科技,4.3,2026-06-29
002565.SZ,顺灏股份,12.34,2026-06-29
002566.SZ,益盛药业,6.2,2026-06-29
002567.SZ,唐人神,3.35,2026-06-29
002568.SZ,百润股份,17.3,2026-06-29
002570.SZ,贝因美,4.06,2026-06-29
002571.SZ,德力股份,10.63,2026-06-29
002572.SZ,索菲亚,7.51,2026-06-29
002573.SZ,清新环境,2.97,2026-06-29
002574.SZ,明牌珠宝,4.25,2026-06-29
002575.SZ,群兴玩具,5.64,2026-06-29
002576.SZ,通达动力,13.99,2026-06-29
002577.SZ,雷柏科技,17.56,2026-06-29
002578.SZ,闽发铝业,3.16,2026-06-29
002579.SZ,中京电子,20.5,2026-06-29
002580.SZ,圣阳股份,20.71,2026-06-29
002582.SZ,好想你,8.69,2026-06-29
002583.SZ,海能达,7.68,2026-06-29
002584.SZ,西陇科学,9.35,2026-06-29
002585.SZ,双星新材,12.38,2026-06-29
002587.SZ,奥拓电子,7.1,2026-06-29
002588.SZ,史丹利,8.24,2026-06-29
002589.SZ,瑞康医药,2.52,2026-06-29
002590.SZ,万安科技,9.8,2026-06-29
002591.SZ,恒大高新,6.14,2026-06-29
002593.SZ,日上集团,3.98,2026-06-29
002596.SZ,海南瑞泽,2.88,2026-06-29
002597.SZ,金禾实业,20.45,2026-06-29
002599.SZ,盛通股份,5.01,2026-06-29
002600.SZ,领益智造,15.76,2026-06-29
002601.SZ,龙佰集团,16.65,2026-06-29
002602.SZ,世纪华通,13.87,2026-06-29
002603.SZ,以岭药业,15.54,2026-06-29
002605.SZ,姚记科技,18.44,2026-06-29
002606.SZ,大连电瓷,13.38,2026-06-29
002608.SZ,江苏国信,6.95,2026-06-29
002609.SZ,捷顺科技,7.41,2026-06-29
002611.SZ,东方精工,17.2,2026-06-29
002612.SZ,朗姿股份,11.53,2026-06-29
002613.SZ,北玻股份,3.74,2026-06-29
002614.SZ,奥佳华,4.47,2026-06-29
002615.SZ,哈尔斯,6.27,2026-06-29
002616.SZ,长青集团,4.4,2026-06-29
002617.SZ,露笑科技,10.12,2026-06-29
002622.SZ,皓宸医疗,2.11,2026-06-29
002623.SZ,亚玛顿,15.19,2026-06-29
002624.SZ,完美世界,12.69,2026-06-29
002625.SZ,光启技术,29.01,2026-06-29
002626.SZ,金达威,13.54,2026-06-29
002627.SZ,三峡旅游,5.79,2026-06-29
002628.SZ,成都路桥,4.86,2026-06-29
002629.SZ,仁智股份,4.42,2026-06-29
002631.SZ,德尔未来,10.26,2026-06-29
002632.SZ,道明光学,8.87,2026-06-29
002633.SZ,申科股份,15.26,2026-06-29
002635.SZ,安洁科技,19.87,2026-06-29
002637.SZ,赞宇科技,10.82,2026-06-29
002638.SZ,勤上股份,4.02,2026-06-29
002639.SZ,雪人集团,14.06,2026-06-29
002640.SZ,跨境通,2.99,2026-06-29
002641.SZ,公元股份,3.89,2026-06-29
002642.SZ,荣联科技,6.07,2026-06-29
002643.SZ,万润股份,19.62,2026-06-29
002644.SZ,佛慈制药,7.18,2026-06-29
002645.SZ,华宏科技,26.6,2026-06-29
002646.SZ,天佑德酒,6.43,2026-06-29
002647.SZ,仁东控股,11.3,2026-06-29
002648.SZ,卫星化学,24.23,2026-06-29
002649.SZ,博彦科技,7.93,2026-06-29
002651.SZ,利君股份,7.23,2026-06-29
002652.SZ,扬子新材,4.17,2026-06-29
002654.SZ,万润科技,20.24,2026-06-29
002657.SZ,中科金财,21.4,2026-06-29
002658.SZ,雪迪龙,8.21,2026-06-29
002659.SZ,凯文教育,3.75,2026-06-29
002660.SZ,茂硕电源,6.51,2026-06-29
002661.SZ,克明食品,6.99,2026-06-29
002662.SZ,峰璟股份,3.71,2026-06-29
002664.SZ,信质集团,16.84,2026-06-29
002666.SZ,德联集团,3.94,2026-06-29
002668.SZ,TCL智家,10.66,2026-06-29
002669.SZ,康达新材,17.34,2026-06-29
002670.SZ,国盛证券,11.21,2026-06-29
002671.SZ,龙泉股份,3.71,2026-06-29
002672.SZ,东江环保,3.53,2026-06-29
002673.SZ,西部证券,6.51,2026-06-29
002674.SZ,兴业科技,31.7,2026-06-29
002675.SZ,东诚药业,12.74,2026-06-29
002676.SZ,顺威股份,4.85,2026-06-29
002677.SZ,浙江美大,5.61,2026-06-29
002678.SZ,珠江钢琴,4.31,2026-06-29
002679.SZ,福建金森,8.0,2026-06-29
002681.SZ,奋达科技,4.45,2026-06-29
002682.SZ,龙洲股份,4.23,2026-06-29
002683.SZ,广东宏大,27.4,2026-06-29
002685.SZ,华东重机,6.41,2026-06-29
002686.SZ,亿利达,5.12,2026-06-29
002687.SZ,乔治白,4.97,2026-06-29
002688.SZ,金河生物,4.82,2026-06-29
002690.SZ,美亚光电,14.15,2026-06-29
002692.SZ,远程股份,3.71,2026-06-29
002693.SZ,双成药业,9.11,2026-06-29
002695.SZ,煌上煌,10.08,2026-06-29
002696.SZ,百洋股份,5.01,2026-06-29
002697.SZ,红旗连锁,4.19,2026-06-29
002698.SZ,博实股份,11.44,2026-06-29
002700.SZ,万憬能源,6.48,2026-06-29
002701.SZ,奥瑞金,4.36,2026-06-29
002702.SZ,海欣食品,4.53,2026-06-29
002703.SZ,浙江世宝,14.01,2026-06-29
002705.SZ,新宝股份,11.01,2026-06-29
002706.SZ,良信股份,10.38,2026-06-29
002707.SZ,众信旅游,4.83,2026-06-29
002708.SZ,光洋股份,12.65,2026-06-29
002712.SZ,思美传媒,4.18,2026-06-29
002714.SZ,牧原股份,35.99,2026-06-29
002715.SZ,登云股份,13.22,2026-06-29
002716.SZ,湖南白银,8.05,2026-06-29
002721.SZ,金一文化,2.2,2026-06-29
002722.SZ,物产金轮,11.9,2026-06-29
002723.SZ,小崧股份,8.78,2026-06-29
002724.SZ,海洋王,4.82,2026-06-29
002725.SZ,跃岭股份,12.34,2026-06-29
002727.SZ,一心堂,10.02,2026-06-29
002728.SZ,特一药业,8.8,2026-06-29
002730.SZ,电光科技,29.26,2026-06-29
002732.SZ,燕塘乳业,12.66,2026-06-29
002733.SZ,雄韬股份,31.9,2026-06-29
002734.SZ,利民股份,17.11,2026-06-29
002735.SZ,王子新材,15.81,2026-06-29
002736.SZ,国信证券,10.1,2026-06-29
002737.SZ,葵花药业,11.8,2026-06-29
002739.SZ,儒意电影,9.43,2026-06-29
002741.SZ,光华科技,35.2,2026-06-29
002742.SZ,冀衡医药,3.38,2026-06-29
002743.SZ,富煌钢构,3.96,2026-06-29
002745.SZ,木林森,11.83,2026-06-29
002746.SZ,仙坛股份,5.16,2026-06-29
002747.SZ,埃斯顿,33.94,2026-06-29
002748.SZ,世龙实业,10.71,2026-06-29
002749.SZ,国光股份,7.94,2026-06-29
002752.SZ,昇兴股份,5.72,2026-06-29
002753.SZ,永东股份,5.69,2026-06-29
002755.SZ,奥赛康,13.49,2026-06-29
002757.SZ,南兴股份,17.82,2026-06-29
002758.SZ,浙农股份,8.02,2026-06-29
002759.SZ,天际股份,24.02,2026-06-29
002760.SZ,凤形股份,15.99,2026-06-29
002761.SZ,浙江建投,6.68,2026-06-29
002762.SZ,金发拉比,8.54,2026-06-29
002763.SZ,汇洁股份,7.0,2026-06-29
002765.SZ,蓝黛科技,6.93,2026-06-29
002766.SZ,索菱股份,3.54,2026-06-29
002767.SZ,先锋电子,16.59,2026-06-29
002769.SZ,普路通,6.53,2026-06-29
002771.SZ,真视通,12.24,2026-06-29
002772.SZ,众兴菌业,11.84,2026-06-29
002773.SZ,康弘药业,20.93,2026-06-29
002774.SZ,快意电梯,13.85,2026-06-29
002775.SZ,文科股份,3.31,2026-06-29
002777.SZ,久远银海,11.93,2026-06-29
