symbol,name,last_price,latest_date
002778.SZ,中晟高科,15.38,2026-06-29
002780.SZ,三夫户外,12.34,2026-06-29
002782.SZ,可立克,20.83,2026-06-29
002783.SZ,凯龙股份,7.23,2026-06-29
002786.SZ,银宝山新,7.51,2026-06-29
002787.SZ,华源控股,31.4,2026-06-29
002788.SZ,鹭燕医药,10.41,2026-06-29
002790.SZ,瑞尔特,5.43,2026-06-29
002791.SZ,坚朗五金,13.36,2026-06-29
002792.SZ,通宇通讯,33.77,2026-06-29
002793.SZ,罗欣药业,4.01,2026-06-29
002795.SZ,永和智控,6.83,2026-06-29
002796.SZ,世嘉科技,37.78,2026-06-29
002797.SZ,第一创业,6.53,2026-06-29
002798.SZ,帝欧水华,4.99,2026-06-29
002799.SZ,环球印务,6.1,2026-06-29
002800.SZ,天顺股份,12.94,2026-06-29
002801.SZ,微光股份,27.02,2026-06-29
002802.SZ,洪汇新材,10.69,2026-06-29
002803.SZ,吉宏股份,26.03,2026-06-29
002805.SZ,丰元股份,25.99,2026-06-29
002806.SZ,华锋股份,18.97,2026-06-29
002807.SZ,江阴银行,3.78,2026-06-29
002809.SZ,红墙股份,7.56,2026-06-29
002810.SZ,山东赫达,23.83,2026-06-29
002811.SZ,郑中设计,11.21,2026-06-29
002813.SZ,路畅科技,18.72,2026-06-29
002815.SZ,崇达技术,15.91,2026-06-29
002817.SZ,黄山胶囊,5.97,2026-06-29
002818.SZ,富森美,10.71,2026-06-29
002819.SZ,东方中科,21.77,2026-06-29
002820.SZ,桂发祥,8.46,2026-06-29
002823.SZ,凯中精密,13.81,2026-06-29
002824.SZ,和胜股份,34.57,2026-06-29
002825.SZ,纳尔股份,8.03,2026-06-29
002826.SZ,易明医药,15.69,2026-06-29
002827.SZ,高争民爆,23.61,2026-06-29
002828.SZ,贝肯能源,10.59,2026-06-29
002829.SZ,星网宇达,16.8,2026-06-29
002830.SZ,名雕股份,15.72,2026-06-29
002831.SZ,裕同科技,35.55,2026-06-29
002832.SZ,比音勒芬,20.69,2026-06-29
002833.SZ,弘亚数控,17.54,2026-06-29
002835.SZ,同为股份,11.3,2026-06-29
002836.SZ,新宏泽,9.45,2026-06-29
002838.SZ,道恩股份,30.96,2026-06-29
002839.SZ,张家港行,3.98,2026-06-29
002840.SZ,华统股份,7.38,2026-06-29
002841.SZ,视源股份,32.33,2026-06-29
002843.SZ,泰嘉股份,19.9,2026-06-29
002845.SZ,同兴达,14.95,2026-06-29
002846.SZ,英联股份,10.55,2026-06-29
002848.SZ,高斯贝尔,13.72,2026-06-29
002849.SZ,威星智能,15.38,2026-06-29
002852.SZ,道道全,7.26,2026-06-29
002853.SZ,皮阿诺,19.81,2026-06-29
002855.SZ,捷荣技术,9.4,2026-06-29
002857.SZ,三晖电气,16.4,2026-06-29
002858.SZ,力盛体育,10.79,2026-06-29
002860.SZ,星帅尔,14.48,2026-06-29
002861.SZ,瀛通通讯,21.75,2026-06-29
002862.SZ,实丰文化,12.83,2026-06-29
002863.SZ,今飞凯达,4.27,2026-06-29
002864.SZ,盘龙药业,26.63,2026-06-29
002866.SZ,传艺科技,15.78,2026-06-29
002867.SZ,周大生,11.5,2026-06-29
002868.SZ,绿康生化,22.81,2026-06-29
002869.SZ,金溢科技,16.36,2026-06-29
002870.SZ,香山股份,38.64,2026-06-29
002871.SZ,伟隆股份,21.76,2026-06-29
002873.SZ,新天药业,7.46,2026-06-29
002875.SZ,安奈儿,14.97,2026-06-29
002876.SZ,三利谱,33.57,2026-06-29
002877.SZ,智能自控,7.02,2026-06-29
002878.SZ,元隆雅图,11.42,2026-06-29
002879.SZ,长缆科技,13.2,2026-06-29
002880.SZ,卫光生物,20.31,2026-06-29
002881.SZ,美格智能,34.23,2026-06-29
002882.SZ,金龙羽,18.37,2026-06-29
002884.SZ,凌霄泵业,15.33,2026-06-29
002885.SZ,京泉华,38.55,2026-06-29
002886.SZ,沃特股份,26.42,2026-06-29
002887.SZ,绿茵生态,9.82,2026-06-29
002888.SZ,惠威科技,20.6,2026-06-29
002889.SZ,东方嘉盛,10.31,2026-06-29
002890.SZ,弘宇股份,13.93,2026-06-29
002891.SZ,中宠股份,27.0,2026-06-29
002892.SZ,科力尔,8.84,2026-06-29
002893.SZ,京能热力,9.41,2026-06-29
002895.SZ,川恒股份,29.87,2026-06-29
002899.SZ,英派斯,22.88,2026-06-29
002900.SZ,哈三联,9.57,2026-06-29
002902.SZ,铭普光磁,26.96,2026-06-29
002905.SZ,金逸影视,6.91,2026-06-29
002906.SZ,华阳集团,25.06,2026-06-29
002907.SZ,华森制药,13.84,2026-06-29
002908.SZ,德生科技,6.37,2026-06-29
002909.SZ,集泰股份,4.98,2026-06-29
002910.SZ,庄园牧场,11.04,2026-06-29
002911.SZ,佛燃能源,9.69,2026-06-29
002912.SZ,中新赛克,18.13,2026-06-29
002915.SZ,中欣氟材,20.34,2026-06-29
002917.SZ,金奥博,10.26,2026-06-29
002918.SZ,蒙娜丽莎,9.97,2026-06-29
002919.SZ,名臣健康,18.38,2026-06-29
002921.SZ,联诚精密,24.85,2026-06-29
002922.SZ,伊戈尔,31.01,2026-06-29
002923.SZ,润都股份,9.68,2026-06-29
002925.SZ,盈趣科技,23.36,2026-06-29
002926.SZ,华西证券,8.23,2026-06-29
002927.SZ,泰永长征,19.05,2026-06-29
002928.SZ,华夏航空,7.44,2026-06-29
002930.SZ,宏川智慧,9.48,2026-06-29
002933.SZ,新兴装备,25.6,2026-06-29
002935.SZ,天奥电子,20.47,2026-06-29
002939.SZ,长城证券,8.39,2026-06-29
002940.SZ,昂利康,27.34,2026-06-29
002941.SZ,新疆交建,9.41,2026-06-29
002942.SZ,新农股份,14.6,2026-06-29
002945.SZ,华林证券,13.38,2026-06-29
002946.SZ,新乳业,14.48,2026-06-29
002948.SZ,青岛银行,5.22,2026-06-29
002949.SZ,华阳国际,10.02,2026-06-29
002950.SZ,奥美医疗,9.28,2026-06-29
002951.SZ,金时科技,13.58,2026-06-29
002952.SZ,亚世光电,21.02,2026-06-29
002953.SZ,日丰股份,8.78,2026-06-29
002955.SZ,鸿合科技,32.5,2026-06-29
002956.SZ,西麦食品,21.69,2026-06-29
002958.SZ,青农商行,2.77,2026-06-29
002959.SZ,小熊电器,31.49,2026-06-29
002960.SZ,青鸟智控,8.17,2026-06-29
002961.SZ,瑞达期货,19.72,2026-06-29
002962.SZ,五方光电,20.96,2026-06-29
002963.SZ,豪尔赛,20.71,2026-06-29
002966.SZ,苏州银行,7.13,2026-06-29
002967.SZ,广电计量,17.92,2026-06-29
002968.SZ,新大正,8.6,2026-06-29
002969.SZ,嘉美包装,13.72,2026-06-29
002972.SZ,科安达,18.1,2026-06-29
002973.SZ,侨银股份,10.48,2026-06-29
002976.SZ,瑞玛精密,24.89,2026-06-29
002978.SZ,安宁股份,25.31,2026-06-29
002981.SZ,朝阳科技,18.26,2026-06-29
002982.SZ,湘佳股份,10.9,2026-06-29
002983.SZ,芯瑞达,26.11,2026-06-29
002984.SZ,森麒麟,13.36,2026-06-29
002985.SZ,北摩高科,26.77,2026-06-29
002986.SZ,宇新股份,11.94,2026-06-29
002987.SZ,京北方,9.72,2026-06-29
002988.SZ,豪美新材,22.1,2026-06-29
002989.SZ,中天精装,33.01,2026-06-29
002995.SZ,天地在线,17.3,2026-06-29
002996.SZ,顺博合金,5.91,2026-06-29
002997.SZ,瑞鹄模具,27.29,2026-06-29
002998.SZ,优彩资源,6.43,2026-06-29
002999.SZ,天禾股份,5.42,2026-06-29
600000.SH,浦发银行,8.73,2026-06-29
600004.SH,白云机场,7.44,2026-06-29
600006.SH,东风股份,5.17,2026-06-29
600007.SH,中国国贸,19.31,2026-06-29
600008.SH,首创环保,2.76,2026-06-29
600009.SH,上海机场,23.29,2026-06-29
600010.SH,包钢股份,2.19,2026-06-29
600011.SH,华能国际,7.48,2026-06-29
600012.SH,皖通高速,16.0,2026-06-29
600015.SH,华夏银行,6.52,2026-06-29
600016.SH,民生银行,3.29,2026-06-29
600017.SH,日照港,2.55,2026-06-29
600018.SH,上港集团,4.83,2026-06-29
600019.SH,宝钢股份,5.54,2026-06-29
600020.SH,中原高速,3.78,2026-06-29
600021.SH,上海电力,14.76,2026-06-29
600023.SH,浙能电力,5.28,2026-06-29
600025.SH,XD华能水,8.96,2026-06-29
600026.SH,中远海能,18.7,2026-06-29
600027.SH,华电国际,4.53,2026-06-29
600028.SH,中国石化,4.61,2026-06-29
600029.SH,南方航空,5.3,2026-06-29
600030.SH,中信证券,28.49,2026-06-29
600031.SH,三一重工,18.02,2026-06-29
600032.SH,浙江新能,7.01,2026-06-29
600033.SH,福建高速,3.32,2026-06-29
600035.SH,楚天高速,3.43,2026-06-29
600036.SH,招商银行,36.42,2026-06-29
600037.SH,歌华有线,6.21,2026-06-29
600038.SH,中直股份,25.01,2026-06-29
600039.SH,四川路桥,7.94,2026-06-29
600048.SH,保利发展,4.72,2026-06-29
600050.SH,中国联通,4.02,2026-06-29
600051.SH,宁波联合,5.74,2026-06-29
600052.SH,东望时代,3.46,2026-06-29
600054.SH,黄山旅游,10.9,2026-06-29
600055.SH,万东医疗,10.33,2026-06-29
600056.SH,中国医药,8.96,2026-06-29
600057.SH,厦门象屿,5.54,2026-06-29
600058.SH,五矿发展,11.28,2026-06-29
600059.SH,古越龙山,7.47,2026-06-29
600060.SH,海信视像,26.92,2026-06-29
600061.SH,国投资本,6.57,2026-06-29
600062.SH,华润双鹤,16.67,2026-06-29
600063.SH,皖维高新,7.75,2026-06-29
600064.SH,南京高科,7.24,2026-06-29
600066.SH,宇通客车,26.92,2026-06-29
600067.SH,冠城新材,2.88,2026-06-29
600071.SH,凤凰光学,16.71,2026-06-29
600072.SH,中船科技,8.47,2026-06-29
600073.SH,光明肉业,4.72,2026-06-29
600075.SH,新疆天业,4.14,2026-06-29
600076.SH,康欣新材,3.01,2026-06-29
600078.SH,澄星股份,14.07,2026-06-29
600081.SH,东风科技,9.02,2026-06-29
600085.SH,同仁堂,23.55,2026-06-29
600088.SH,中视传媒,10.99,2026-06-29
600089.SH,特变电工,22.57,2026-06-29
600094.SH,大名城,3.56,2026-06-29
600095.SH,湘财股份,7.54,2026-06-29
600096.SH,云天化,31.96,2026-06-29
600097.SH,开创国际,7.94,2026-06-29
600098.SH,广州发展,6.02,2026-06-29
600099.SH,林海股份,8.13,2026-06-29
600100.SH,同方股份,6.53,2026-06-29
600101.SH,明星电力,7.96,2026-06-29
600103.SH,青山纸业,3.02,2026-06-29
600104.SH,上汽集团,9.82,2026-06-29
600106.SH,重庆路桥,4.65,2026-06-29
600108.SH,亚盛集团,3.07,2026-06-29
600109.SH,国金证券,8.72,2026-06-29
600110.SH,诺德股份,14.73,2026-06-29
600113.SH,浙江东日,30.16,2026-06-29
600114.SH,东睦股份,36.89,2026-06-29
600115.SH,中国东航,3.95,2026-06-29
600116.SH,三峡水利,5.61,2026-06-29
600117.SH,西宁特钢,2.07,2026-06-29
600120.SH,浙江东方,4.3,2026-06-29
600121.SH,郑州煤电,3.65,2026-06-29
600123.SH,兰花科创,5.48,2026-06-29
600125.SH,铁龙物流,5.2,2026-06-29
600126.SH,XD杭钢股,6.08,2026-06-29
600127.SH,金健米业,5.19,2026-06-29
600128.SH,苏豪弘业,7.76,2026-06-29
600129.SH,太极集团,13.05,2026-06-29
600130.SH,波导股份,4.37,2026-06-29
600131.SH,国网信通,14.81,2026-06-29
600133.SH,东湖高新,7.92,2026-06-29
600135.SH,乐凯胶片,7.7,2026-06-29
600137.SH,XD浪莎股,16.71,2026-06-29
600138.SH,中青旅,6.62,2026-06-29
600143.SH,XD金发科,14.95,2026-06-29
600148.SH,长春一东,14.54,2026-06-29
600149.SH,廊坊发展,4.52,2026-06-29
600150.SH,中国船舶,33.59,2026-06-29
600151.SH,航天机电,11.0,2026-06-29
600152.SH,维科技术,9.69,2026-06-29
600153.SH,建发股份,8.15,2026-06-29
600155.SH,华创云信,5.47,2026-06-29
600156.SH,华升股份,8.05,2026-06-29
600158.SH,中体产业,6.77,2026-06-29
600159.SH,大龙地产,2.24,2026-06-29
600161.SH,天坛生物,11.82,2026-06-29
600162.SH,香江控股,2.94,2026-06-29
600163.SH,中闽能源,5.06,2026-06-29
600166.SH,福田汽车,2.94,2026-06-29
600167.SH,联美控股,5.36,2026-06-29
600168.SH,武汉控股,4.06,2026-06-29
600170.SH,上海建工,2.24,2026-06-29
600171.SH,上海贝岭,30.88,2026-06-29
600172.SH,黄河旋风,16.16,2026-06-29
600173.SH,卧龙新能,5.94,2026-06-29
600177.SH,雅戈尔,7.6,2026-06-29
600178.SH,东安动力,9.67,2026-06-29
600179.SH,安通控股,4.48,2026-06-29
600182.SH,S佳通,12.8,2026-06-29
600184.SH,光电股份,29.1,2026-06-29
600185.SH,珠免集团,4.52,2026-06-29
600186.SH,莲花控股,13.32,2026-06-29
600188.SH,兖矿能源,18.42,2026-06-29
600189.SH,泉阳泉,7.51,2026-06-29
600191.SH,华资实业,9.32,2026-06-29
600192.SH,长城电工,6.56,2026-06-29
600195.SH,中牧股份,6.07,2026-06-29
600196.SH,复星医药,22.73,2026-06-29
600197.SH,伊力特,9.72,2026-06-29
600198.SH,大唐电信,9.24,2026-06-29
600199.SH,金种子酒,6.3,2026-06-29
600201.SH,生物股份,11.85,2026-06-29
600202.SH,哈空调,4.57,2026-06-29
600203.SH,福日电子,11.63,2026-06-29
600207.SH,安彩高科,5.51,2026-06-29
600208.SH,衢州发展,2.83,2026-06-29
600210.SH,紫江企业,6.23,2026-06-29
600211.SH,西藏药业,38.0,2026-06-29
600212.SH,绿能慧充,5.21,2026-06-29
600215.SH,派斯林,5.68,2026-06-29
600216.SH,浙江医药,11.71,2026-06-29
600217.SH,中再资环,2.84,2026-06-29
600218.SH,全柴动力,7.29,2026-06-29
600219.SH,南山铝业,4.12,2026-06-29
600222.SH,太龙药业,7.25,2026-06-29
600223.SH,福瑞达,5.11,2026-06-29
600226.SH,亨通股份,9.57,2026-06-29
600227.SH,赤天化,2.47,2026-06-29
600228.SH,返利科技,10.19,2026-06-29
600229.SH,城市传媒,4.67,2026-06-29
600230.SH,沧州大化,13.56,2026-06-29
600232.SH,金鹰股份,6.44,2026-06-29
600233.SH,圆通速递,15.16,2026-06-29
600234.SH,科新发展,29.15,2026-06-29
600235.SH,民丰特纸,5.09,2026-06-29
600236.SH,桂冠电力,8.85,2026-06-29
600237.SH,铜峰电子,13.01,2026-06-29
600241.SH,时代万恒,6.54,2026-06-29
600246.SH,万通发展,18.47,2026-06-29
600248.SH,陕建股份,2.72,2026-06-29
600249.SH,两面针,4.55,2026-06-29
600250.SH,南京商旅,7.8,2026-06-29
600251.SH,冠农股份,8.67,2026-06-29
600255.SH,鑫科材料,3.52,2026-06-29
600256.SH,广汇能源,4.83,2026-06-29
600257.SH,大湖股份,4.41,2026-06-29
600258.SH,首旅酒店,11.08,2026-06-29
600261.SH,阳光照明,3.15,2026-06-29
600262.SH,北方股份,19.74,2026-06-29
600266.SH,城建发展,3.94,2026-06-29
600267.SH,海正药业,10.34,2026-06-29
600268.SH,国电南自,11.81,2026-06-29
600269.SH,赣粤高速,4.05,2026-06-29
600271.SH,航天信息,6.49,2026-06-29
600272.SH,开开实业,10.37,2026-06-29
600273.SH,嘉化能源,6.7,2026-06-29
600278.SH,东方创业,5.93,2026-06-29
600279.SH,重庆港,3.72,2026-06-29
600280.SH,中央商场,2.65,2026-06-29
600281.SH,华阳新材,4.2,2026-06-29
600282.SH,南钢股份,4.67,2026-06-29
600283.SH,钱江水利,7.97,2026-06-29
600284.SH,浦东建设,4.91,2026-06-29
600285.SH,羚锐制药,19.91,2026-06-29
600287.SH,苏豪时尚,4.46,2026-06-29
600288.SH,大恒科技,12.36,2026-06-29
600292.SH,电投水电,12.19,2026-06-29
600293.SH,三峡新材,2.78,2026-06-29
600295.SH,鄂尔多斯,10.71,2026-06-29
600298.SH,安琪酵母,36.59,2026-06-29
600299.SH,安迪苏,7.95,2026-06-29
600300.SH,维维股份,2.84,2026-06-29
600303.SH,曙光股份,2.49,2026-06-29
600305.SH,恒顺醋业,6.57,2026-06-29
600308.SH,华泰股份,3.04,2026-06-29
600310.SH,广西能源,4.06,2026-06-29
600312.SH,平高电气,17.56,2026-06-29
600313.SH,农发种业,5.29,2026-06-29
600315.SH,上海家化,17.04,2026-06-29
600316.SH,洪都航空,26.67,2026-06-29
600318.SH,新力金融,5.96,2026-06-29
600319.SH,亚星化学,6.23,2026-06-29
600320.SH,振华重工,4.18,2026-06-29
600322.SH,津投城开,2.59,2026-06-29
600323.SH,瀚蓝环境,28.21,2026-06-29
600325.SH,华发股份,2.3,2026-06-29
600326.SH,西藏天路,6.41,2026-06-29
600327.SH,大东方,3.18,2026-06-29
600328.SH,中盐化工,6.09,2026-06-29
600329.SH,达仁堂,37.97,2026-06-29
600330.SH,天通股份,30.14,2026-06-29
600331.SH,宏达股份,10.85,2026-06-29
600332.SH,白云山,20.55,2026-06-29
600333.SH,长春燃气,5.07,2026-06-29
600335.SH,国机汽车,4.83,2026-06-29
600336.SH,澳柯玛,6.26,2026-06-29
600338.SH,西藏珠峰,14.72,2026-06-29
600339.SH,中油工程,3.13,2026-06-29
600343.SH,航天动力,27.13,2026-06-29
600346.SH,恒力石化,18.9,2026-06-29
600348.SH,华阳股份,7.76,2026-06-29
600350.SH,山东高速,11.09,2026-06-29
600351.SH,亚宝药业,5.94,2026-06-29
600352.SH,浙江龙盛,12.64,2026-06-29
600354.SH,敦煌种业,4.83,2026-06-29
600356.SH,恒丰纸业,7.54,2026-06-29
600358.SH,国旅联合,5.13,2026-06-29
600359.SH,新农开发,5.54,2026-06-29
600360.SH,华微电子,14.24,2026-06-29
600361.SH,XD创新新,3.56,2026-06-29
600363.SH,联创光电,32.53,2026-06-29
600366.SH,XD宁波韵,13.83,2026-06-29
600368.SH,五洲交通,3.5,2026-06-29
600369.SH,西南证券,4.05,2026-06-29
600371.SH,万向德农,6.45,2026-06-29
600372.SH,中航机载,10.55,2026-06-29
600373.SH,中文传媒,6.74,2026-06-29
600375.SH,汉马科技,3.64,2026-06-29
600376.SH,首开股份,3.24,2026-06-29
600377.SH,宁沪高速,11.86,2026-06-29
600379.SH,宝光股份,13.7,2026-06-29
600380.SH,健康元,9.75,2026-06-29
600382.SH,广东明珠,6.86,2026-06-29
600383.SH,金地集团,2.15,2026-06-29
600386.SH,北巴传媒,3.16,2026-06-29
600388.SH,龙净环保,14.77,2026-06-29
600389.SH,江山股份,19.56,2026-06-29
600390.SH,五矿资本,4.57,2026-06-29
600391.SH,航发科技,30.41,2026-06-29
600392.SH,盛和资源,28.61,2026-06-29
600395.SH,盘江股份,4.67,2026-06-29
600396.SH,华电辽能,16.2,2026-06-29
600397.SH,江钨装备,27.5,2026-06-29
600398.SH,海澜之家,5.34,2026-06-29
600399.SH,抚顺特钢,4.1,2026-06-29
600400.SH,红豆股份,3.11,2026-06-29
600403.SH,大有能源,5.57,2026-06-29
600405.SH,动力源,4.11,2026-06-29
600406.SH,国电南瑞,23.4,2026-06-29
600408.SH,安泰集团,2.39,2026-06-29
600409.SH,三友化工,6.65,2026-06-29
600410.SH,华胜天成,15.47,2026-06-29
600415.SH,小商品城,9.98,2026-06-29
600416.SH,湘电股份,9.62,2026-06-29
600418.SH,江淮汽车,26.2,2026-06-29
600419.SH,天润乳业,7.66,2026-06-29
600420.SH,国药现代,8.18,2026-06-29
600422.SH,昆药集团,8.05,2026-06-29
600425.SH,青松建化,3.23,2026-06-29
600426.SH,华鲁恒升,24.85,2026-06-29
600428.SH,中远海特,8.25,2026-06-29
600429.SH,三元股份,4.15,2026-06-29
600433.SH,冠豪高新,3.17,2026-06-29
600435.SH,北方导航,10.94,2026-06-29
600438.SH,通威股份,12.03,2026-06-29
600439.SH,瑞贝卡,2.04,2026-06-29
600444.SH,国机通用,13.15,2026-06-29
600446.SH,金证股份,10.0,2026-06-29
600448.SH,华纺股份,2.56,2026-06-29
600449.SH,宁夏建材,11.13,2026-06-29
600452.SH,涪陵电力,9.18,2026-06-29
600455.SH,博通股份,22.05,2026-06-29
600456.SH,宝钛股份,26.26,2026-06-29
600458.SH,时代新材,16.0,2026-06-29
600459.SH,贵研铂业,29.17,2026-06-29
600461.SH,洪城环境,9.23,2026-06-29
600463.SH,空港股份,7.66,2026-06-29
600467.SH,好当家,2.01,2026-06-29
600468.SH,百利电气,5.84,2026-06-29
600469.SH,风神股份,5.2,2026-06-29
600470.SH,六国化工,5.94,2026-06-29
600475.SH,华光环能,15.0,2026-06-29
600477.SH,杭萧钢构,2.3,2026-06-29
600478.SH,科力远,4.98,2026-06-29
600479.SH,千金药业,9.69,2026-06-29
600480.SH,凌云股份,8.18,2026-06-29
600481.SH,双良节能,4.88,2026-06-29
600482.SH,中国动力,31.07,2026-06-29
600483.SH,福能股份,10.43,2026-06-29
600488.SH,津药药业,4.84,2026-06-29
600489.SH,中金黄金,18.39,2026-06-29
600490.SH,鹏欣资源,6.01,2026-06-29
600493.SH,凤竹纺织,5.36,2026-06-29
600495.SH,晋西车轴,3.49,2026-06-29
600496.SH,精工钢构,3.2,2026-06-29
600497.SH,驰宏锌锗,12.8,2026-06-29
600499.SH,科达制造,13.85,2026-06-29
600500.SH,中化国际,8.03,2026-06-29
600501.SH,航天晨光,15.21,2026-06-29
600502.SH,安徽建工,4.37,2026-06-29
600505.SH,西昌电力,10.9,2026-06-29
600506.SH,统一股份,13.85,2026-06-29
600507.SH,方大特钢,4.07,2026-06-29
600508.SH,上海能源,7.59,2026-06-29
600509.SH,天富能源,8.17,2026-06-29
600510.SH,黑牡丹,7.18,2026-06-29
600511.SH,国药股份,26.47,2026-06-29
600513.SH,联环药业,14.73,2026-06-29
600515.SH,海南机场,2.73,2026-06-29
600516.SH,方大炭素,5.83,2026-06-29
600517.SH,XD国网英,4.73,2026-06-29
600520.SH,三佳科技,38.03,2026-06-29
600521.SH,华海药业,14.67,2026-06-29
600523.SH,贵航股份,10.62,2026-06-29
600526.SH,菲达环保,4.13,2026-06-29
600527.SH,江南高纤,2.15,2026-06-29
600528.SH,中铁工业,6.71,2026-06-29
600529.SH,山东药玻,18.29,2026-06-29
600530.SH,交大昂立,5.03,2026-06-29
600531.SH,豫光金铅,15.49,2026-06-29
600535.SH,天士力,13.68,2026-06-29
600536.SH,中国软件,27.65,2026-06-29
600538.SH,国发股份,5.9,2026-06-29
600539.SH,狮头股份,15.1,2026-06-29
600540.SH,新赛股份,3.38,2026-06-29
600545.SH,卓郎智能,7.49,2026-06-29
600546.SH,山煤国际,11.21,2026-06-29
600547.SH,山东黄金,23.55,2026-06-29
600548.SH,深高速,8.29,2026-06-29
600550.SH,保变电气,11.7,2026-06-29
600551.SH,XD时代出,6.78,2026-06-29
600552.SH,凯盛科技,31.48,2026-06-29
600556.SH,天下秀,4.39,2026-06-29
600557.SH,康缘药业,11.96,2026-06-29
600558.SH,大西洋,4.98,2026-06-29
600559.SH,老白干酒,11.46,2026-06-29
600560.SH,金自天正,10.96,2026-06-29
600561.SH,江西长运,5.04,2026-06-29
600562.SH,国睿科技,20.15,2026-06-29
600566.SH,济川药业,26.39,2026-06-29
600570.SH,恒生电子,20.72,2026-06-29
600571.SH,信雅达,9.63,2026-06-29
600572.SH,康恩贝,3.99,2026-06-29
600573.SH,惠泉啤酒,9.3,2026-06-29
600575.SH,淮河能源,3.28,2026-06-29
600576.SH,祥源文旅,5.92,2026-06-29
600577.SH,精达股份,9.42,2026-06-29
600578.SH,京能电力,6.59,2026-06-29
600579.SH,中化装备,8.15,2026-06-29
600580.SH,卧龙电驱,31.8,2026-06-29
600582.SH,天地科技,4.48,2026-06-29
600583.SH,海油工程,5.07,2026-06-29
600585.SH,海螺水泥,17.2,2026-06-29
600586.SH,金晶科技,4.45,2026-06-29
600587.SH,新华医疗,12.28,2026-06-29
600588.SH,用友网络,8.98,2026-06-29
600589.SH,大位科技,9.49,2026-06-29
600590.SH,泰豪科技,10.0,2026-06-29
600592.SH,龙溪股份,13.7,2026-06-29
600593.SH,大连圣亚,36.02,2026-06-29
600594.SH,益佰制药,3.05,2026-06-29
600595.SH,中孚实业,5.86,2026-06-29
600596.SH,新安股份,16.02,2026-06-29
